,group,group_package,group_label,group_description,permission,package,label,description,protectionLevel
560,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BACKUP,android,null,null,signature|privileged
561,ungrouped,ungrouped,ungrouped,ungrouped,com.ticktick.task.permission.C2D_MESSAGE,com.ticktick.task,null,null,signature
562,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.INTERNAL_DELETE_CACHE_FILES,android,null,null,signature
563,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.PROCESS_CALLLOG_INFO,com.android.server.telecom,Register to handle the broadcasted call type/duration information,null,signature|privileged
564,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.youtube,com.google.android.gsf,YouTube,Allows apps to sign in to YouTube using the account(s) stored on this Android device.,signature
565,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.carsetup.DRIVING_MODE_MANAGER,com.google.android.gms,null,null,signature
566,ungrouped,ungrouped,ungrouped,ungrouped,com.amazon.whisperjoin.deviceprovisioningservice.WhiteListPolicyUpdate.Permission,com.amazon.dee.app,WhiteListPolicyUpdate,null,signature
567,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CHANGE_CONFIGURATION,android,null,null,signature|privileged|development
568,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.USER_ACTIVITY,android,null,null,signature|privileged
569,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.LOCAL_MAC_ADDRESS,android,null,null,signature|privileged
570,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.permission.SHOW_PAYMENT_CARD_DETAILS,com.google.android.gms,null,null,signature
571,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_LOGS,android,null,null,signature|privileged|development
572,ungrouped,ungrouped,ungrouped,ungrouped,com.aa.android.receivers.permission.SCHEDULE_FLIGHT_ALARM,com.aa.android,null,null,signature
573,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.maps.permission.C2D_MESSAGE,com.google.android.apps.maps,null,null,signature
574,ungrouped,ungrouped,ungrouped,ungrouped,com.mint.permission.C2D_MESSAGE,com.mint,null,null,signature
575,ungrouped,ungrouped,ungrouped,ungrouped,com.android.permission.OMADM_CONFIGURE_DONE,com.android.omadm.service,null,null,signature
576,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.COPY_PROTECTED_DATA,android,null,null,signature
577,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.magictether.permission.SCANNED_DEVICE,com.google.android.gms,null,null,signature
578,ungrouped,ungrouped,ungrouped,ungrouped,com.amazon.identity.permission.CALL_AMAZON_DEVICE_INFORMATION_PROVIDER,com.amazon.dee.app,null,null,signature|privileged
579,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_AUTOFILL_FIELD_CLASSIFICATION_SERVICE,android,null,null,signature
580,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ASEC_DESTROY,android,null,null,signature
581,ungrouped,ungrouped,ungrouped,ungrouped,service.permission.ACCESS_SERVICE,com.vzw.hss.myverizon,MyVerizon Service Permission,This permission is required by MyVerizon Services.,normal
582,ungrouped,ungrouped,ungrouped,ungrouped,com.duosecurity.duomobile.permission.C2D_MESSAGE,com.duosecurity.duomobile,null,null,signature
583,ungrouped,ungrouped,ungrouped,ungrouped,com.yelp.android.permission.C2D_MESSAGE,com.yelp.android,null,null,signature
584,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.INTERACT_ACROSS_USERS,android,null,null,signature|privileged|development
585,ungrouped,ungrouped,ungrouped,ungrouped,com.venmo.permission.C2D_MESSAGE,com.venmo,null,null,signature
586,ungrouped,ungrouped,ungrouped,ungrouped,com.facebook.katana.provider.ACCESS,com.facebook.katana,null,null,signature
587,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SET_WALLPAPER,android,set wallpaper,Allows the app to set the system wallpaper.,normal
588,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ASEC_RENAME,android,null,null,signature
589,ungrouped,ungrouped,ungrouped,ungrouped,com.android.ims.rcs.permission.STATUS_CHANGED,com.android.service.ims,null,null,signature|privileged
590,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.android,com.google.android.gsf,Android services,Allows apps to sign in to Android services using the account(s) stored on this Android device.,signature
591,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SET_KEYBOARD_LAYOUT,android,null,null,signature
592,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.finance,com.google.android.gsf,Google Finance,Allows apps to sign in to Google Finance using the account(s) stored on this Android device.,signature
593,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.USE_DATA_IN_BACKGROUND,android,use data in the background,This app can use data in the background. This may increase data usage.,signature
594,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.UPDATE_CONFIG,android,null,null,signature|privileged
595,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_NETWORK_CONDITIONS,android,null,null,signature|privileged
596,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_NOTIFICATION_ASSISTANT_SERVICE,android,null,null,signature
597,ungrouped,ungrouped,ungrouped,ungrouped,com.zillow.android.streeteasy.permission.C2D_MESSAGE,com.zillow.android.streeteasy,null,null,signature
598,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_DREAM_STATE,android,null,null,signature|privileged
599,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.QUERY_DO_NOT_ASK_CREDENTIALS_ON_BOOT,android,null,null,signature
600,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.dodgeball,com.google.android.gsf,Dodgeball,Allows apps to sign in to Dodgeball using the account(s) stored on this Android device.,signature
601,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.launcher.permission.RECEIVE_FIRST_LOAD_BROADCAST,com.google.android.googlequicksearchbox,null,null,signature|privileged
602,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.tycho.permission.TEST_API,com.google.android.apps.tycho,null,null,signature
603,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.UPDATE_LOCK,android,null,null,signature|privileged
604,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_LOWPAN_STATE,android,null,null,signature|privileged
605,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_NETWORK_USAGE_HISTORY,android,null,null,signature|privileged
606,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_DRM_CERTIFICATES,android,null,null,signature|privileged
607,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gsf.permission.C2D_MESSAGE,com.google.android.gsf,null,null,signature
608,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.DISABLE_HIDDEN_API_CHECKS,android,null,null,signature
609,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.INSTALL_SELF_UPDATES,android,null,null,signature|privileged
610,ungrouped,ungrouped,ungrouped,ungrouped,com.booking.permission.C2D_MESSAGE,com.booking,null,null,signature
611,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googlequicksearchbox.permission.FLUSH_LOGS,com.google.android.googlequicksearchbox,null,null,signature
612,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_SOUND_TRIGGER_DETECTION_SERVICE,android,null,null,signature
613,ungrouped,ungrouped,ungrouped,ungrouped,com.starbucks.mobilecard.permission.C2D_MESSAGE,com.starbucks.mobilecard,null,null,signature
614,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.TV_VIRTUAL_REMOTE_CONTROLLER,android,null,null,signature|privileged
615,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_APP_OPS_RESTRICTIONS,android,null,null,signature|installer
616,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_INPUT_STATE,android,null,null,signature
617,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_LOWPAN_INTERFACES,android,null,null,signature|privileged
618,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.KILL_BACKGROUND_PROCESSES,android,close other apps,Allows the app to end background processes of other apps. This may cause other apps to stop running.,normal
619,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_USER_OEM_UNLOCK_STATE,android,null,null,signature|privileged
620,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.setupwizard.READ_DEVICE_ORIGIN_FIRST_PARTY,com.google.android.setupwizard,null,null,normal
621,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CACHE_CONTENT,android,null,null,signature
622,ungrouped,ungrouped,ungrouped,ungrouped,com.starbucks.mobilecard.permission.UA_DATA,com.starbucks.mobilecard,null,null,signature
623,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.REQUEST_NETWORK_SCORES,android,null,null,signature|setup
624,ungrouped,ungrouped,ungrouped,ungrouped,com.verizon.messaging.vzmsgs.permission.C2D_MESSAGE,com.verizon.messaging.vzmsgs,null,null,signature
625,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_VOICE_INTERACTION_SERVICE,android,null,null,signature
626,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SHOW_KEYGUARD_MESSAGE,android,null,null,signature|privileged
627,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_PRINT_SPOOLER_SERVICE,android,null,null,signature
628,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_DIRECTORY_SEARCH,android,null,null,signature|privileged
629,ungrouped,ungrouped,ungrouped,ungrouped,com.amazon.mShop.android.shopping.permission.C2D_MESSAGE,com.amazon.mShop.android.shopping,null,null,signature
630,ungrouped,ungrouped,ungrouped,ungrouped,com.meetup.permission.C2D_MESSAGE,com.meetup,null,null,signature
631,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CONNECTIVITY_USE_RESTRICTED_NETWORKS,android,null,null,signature|privileged
632,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CHANGE_HDMI_CEC_ACTIVE_SOURCE,android,null,null,signature|privileged
633,ungrouped,ungrouped,ungrouped,ungrouped,com.dunkinbrands.otgo.permission.RECEIVE_ADM_MESSAGE,com.dunkinbrands.otgo,null,null,signature
634,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.permission.GRANT_WALLPAPER_PERMISSIONS,com.google.android.gms,null,null,signature
635,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.WRITE_USER_DICTIONARY,android,null,null,normal
636,ungrouped,ungrouped,ungrouped,ungrouped,com.android.rcs.eab.permission.READ_WRITE_EAB,com.android.service.ims.presence,null,null,signature|privileged
637,ungrouped,ungrouped,ungrouped,ungrouped,com.verizon.vzwavs.mvs.permission.WRITE,com.verizon.mips.services,null,null,signature
638,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.REGISTER_SIM_SUBSCRIPTION,android,null,null,signature|privileged
639,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_SYNC_STATS,android,read sync statistics,"Allows an app to read the sync stats for an account, including the history of sync events and how much data is synced.",normal
640,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_OWN_CALLS,android,route calls through the system,Allows the app to route its calls through the system in order to improve the calling experience.,normal
641,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.WRITE_DREAM_STATE,android,null,null,signature|privileged
642,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.FREEZE_SCREEN,android,null,null,signature
643,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_VR_STATE,android,null,null,signature|preinstalled
644,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.NOTIFY_TV_INPUTS,android,null,null,signature|privileged
645,ungrouped,ungrouped,ungrouped,ungrouped,broadcast.cne.permission,com.quicinc.cne.CNEService,null,null,signature
646,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.DOWNLOAD_CACHE_NON_PURGEABLE,com.android.providers.downloads,Reserve space in the download cache,"Allows the app to download files to the download cache, which can't be automatically deleted when the download manager needs more space.",signature|privileged
647,ungrouped,ungrouped,ungrouped,ungrouped,com.delta.mobile.android.permission.C2D_MESSAGE,com.delta.mobile.android,null,null,signature
648,ungrouped,ungrouped,ungrouped,ungrouped,com.qualcomm.permission.USE_EMBMS_SERVICE_PLATFORM,com.qualcomm.embms,Access broadcasted content from service provider,Make broadcasted content from your service provider available to applications on your device,signature
649,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_SHORTCUTS,android,null,null,signature|textClassifier
650,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_TELEPHONY_NETWORK_SERVICE,android,null,null,signature
651,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.REBOOT,android,null,null,signature|privileged
652,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.DISPATCH_NFC_MESSAGE,android,null,null,signature|privileged
653,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.play.movies.common.permission.INVALIDATE_AUTH_TOKENS,com.google.android.videos,null,null,signature
654,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.chimera.permission.CONFIG_CHANGE,com.google.android.gms,null,null,signature
655,ungrouped,ungrouped,ungrouped,ungrouped,com.mytwc.common.resource.permission.MAPS_RECEIVE,com.mytwc.common.resource,null,null,signature
656,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.health,com.google.android.gsf,Google Health,Allows apps to sign in to Google Health using the account(s) stored on this Android device.,signature
657,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.auth.permission.FACE_UNLOCK,com.android.facelock,null,null,signature
658,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MOUNT_FORMAT_FILESYSTEMS,android,null,null,signature|privileged
659,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.REQUEST_DELETE_PACKAGES,android,request delete packages,Allows an application to request deletion of packages.,normal
660,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SUSPEND_APPS,android,null,null,signature|privileged
661,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.OEM_UNLOCK_STATE,android,null,null,signature
662,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.REGISTER_CONNECTION_MANAGER,android,null,null,signature|privileged
663,ungrouped,ungrouped,ungrouped,ungrouped,com.taskrabbit.droid.consumer.permission.C2D_MESSAGE,com.taskrabbit.droid.consumer,null,null,signature
664,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_DEVICE_ADMINS,android,null,null,signature|privileged
665,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CLEAR_APP_CACHE,android,null,null,signature|privileged
666,ungrouped,ungrouped,ungrouped,ungrouped,com.acorns.android.permission.C2D_MESSAGE,com.acorns.android,null,null,signature
667,ungrouped,ungrouped,ungrouped,ungrouped,com.android.permission.USE_COLORIZED_NOTIFICATIONS,android,com.android.permission.USE_COLORIZED_NOTIFICATIONS,null,signature|setup
668,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MODIFY_QUIET_MODE,android,null,null,signature|privileged
669,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CHANGE_APP_IDLE_STATE,android,null,null,signature|privileged
670,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.auth.permission.GOOGLE_ACCOUNT_CHANGE,com.google.android.gms,null,null,signature
671,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_SETTINGS_SUGGESTIONS_SERVICE,android,null,null,signature
672,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BRIGHTNESS_SLIDER_USAGE,android,null,null,signature|privileged|development
673,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.trustagent.framework.model.DATA_ACCESS,com.google.android.gms,null,null,signature
674,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_TRUST_AGENT,android,null,null,signature
675,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.tycho.permission.SWITCHING_BROADCAST,com.google.android.apps.tycho,null,null,signature
676,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.pixelmigrate.RESET_FLOW_PERMISSION,com.google.android.apps.pixelmigrate,null,null,signature
677,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.mobile,com.google.android.gsf,Google mobile apps,Allows apps to sign in to Google mobile apps using the account(s) stored on this Android device.,signature
678,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_DOCUMENTS,android,null,null,signature
679,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.TEST_BLACKLISTED_PASSWORD,android,null,null,signature
680,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_PDB_STATE,android,null,null,signature
681,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_NETWORK_POLICY,android,null,null,signature
682,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_REMOTEVIEWS,android,null,null,signature|privileged
683,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.gcs.permission.RECEIVE_NETWORK_SCORES,com.google.android.apps.gcs,receive network scores,null,signature
684,ungrouped,ungrouped,ungrouped,ungrouped,com.mytwc.common.resource.permission.C2D_MESSAGE,com.mytwc.common.resource,null,null,signature
685,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.docs.editors.trix.permission.WRITE_IMAGES,com.google.android.apps.docs.editors.sheets,null,null,signature
686,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ASEC_MOUNT_UNMOUNT,android,null,null,signature
687,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.GRANT_RUNTIME_PERMISSIONS,android,null,null,signature|installer|verifier
688,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SET_POINTER_SPEED,android,null,null,signature
689,ungrouped,ungrouped,ungrouped,ungrouped,com.verizon.mips.ACCESS_VERIZON_SERVICE,com.vzw.hss.myverizon,Access Verizon Services,null,signature|privileged
690,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CHANGE_BACKGROUND_DATA_SETTING,android,null,null,signature
691,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_CONTENT_RATING_SYSTEMS,android,null,null,signature|privileged
692,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.euicc.permission.INTERNAL_BROADCAST,com.google.android.euicc,null,null,signature
693,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_NOTIFICATIONS,android,null,null,signature
694,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.USE_COLORIZED_NOTIFICATIONS,android,null,null,signature|setup
695,ungrouped,ungrouped,ungrouped,ungrouped,org.thoughtcrime.securesms.permission.C2D_MESSAGE,org.thoughtcrime.securesms,null,null,signature
696,ungrouped,ungrouped,ungrouped,ungrouped,com.android.systemui.permission.SELF,com.android.systemui,null,null,signature
697,ungrouped,ungrouped,ungrouped,ungrouped,com.android.chrome.TOS_ACKED,com.android.chrome,null,null,signature|privileged
698,ungrouped,ungrouped,ungrouped,ungrouped,com.linkedin.android.permission.C2D_MESSAGE,com.linkedin.android,null,null,signature
699,ungrouped,ungrouped,ungrouped,ungrouped,com.skype.raider.permission.ACCOUNT,com.skype.raider,null,null,signature
700,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.GLOBAL_SEARCH,android,null,null,signature|privileged
701,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.tycho.WRITE_EXPERIMENTS,com.google.android.apps.tycho,null,null,signature
702,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.NET_TUNNELING,android,null,null,signature
703,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SEND_SHOW_SUSPENDED_APP_DETAILS,android,null,null,signature
704,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CONNECTIVITY_INTERNAL,android,null,null,signature|privileged
705,ungrouped,ungrouped,ungrouped,ungrouped,com.qualcomm.permission.USE_EMBMS_SERVICE,com.qualcomm.embms,Access broadcasted content from service provider,Make broadcasted content from your service provider available to applications on your device,dangerous
706,ungrouped,ungrouped,ungrouped,ungrouped,com.taskrabbit.droid.consumer.permission.UA_DATA,com.taskrabbit.droid.consumer,null,null,signature
707,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.reader,com.google.android.gsf,Google Reader,null,normal
708,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.FACTORY_TEST,android,null,null,signature
709,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SET_WALLPAPER_HINTS,android,adjust your wallpaper size,Allows the app to set the system wallpaper size hints.,normal
710,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_MEDIA_PROJECTION,android,null,null,signature
711,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_SYNC_SETTINGS,android,read sync settings,"Allows the app to read the sync settings for an account. For example, this can determine whether the People app is synced with an account.",normal
712,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.sierra,com.google.android.gsf,Google Checkout accounts,Allows apps to sign in to Google Checkout (and potentially make purchases) using the account(s) stored on this Android device.,signature
713,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.permission.SHOW_TRANSACTION_RECEIPT,com.google.android.gms,null,null,signature
714,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.speech,com.google.android.gsf,Google Voice Search,Allows apps to sign in to Google Voice Search using the account(s) stored on this Android device.,signature
715,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.now.CURRENT_ACCOUNT_ACCESS,com.google.android.googlequicksearchbox,null,null,signature
716,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.partnersetup.permission.ACCESS_PROVIDER,com.google.android.partnersetup,null,null,signature
717,ungrouped,ungrouped,ungrouped,ungrouped,com.android.browser.permission.WRITE_HISTORY_BOOKMARKS,android,null,null,normal
718,ungrouped,ungrouped,ungrouped,ungrouped,com.android.chrome.permission.C2D_MESSAGE,com.android.chrome,null,null,signature
719,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_TELEPHONY_DATA_SERVICE,android,null,null,signature
720,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BROADCAST_PACKAGE_REMOVED,android,null,null,signature
721,ungrouped,ungrouped,ungrouped,ungrouped,com.twitter.android.permission.RESTRICTED,com.twitter.android,null,null,signature
722,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.tachyon.permission.C2D_MESSAGE,com.google.android.apps.tachyon,null,null,signature
723,ungrouped,ungrouped,ungrouped,ungrouped,com.airbnb.android.permission.C2D_MESSAGE,com.airbnb.android,null,null,signature
724,ungrouped,ungrouped,ungrouped,ungrouped,com.microsoft.emmx.permission.CHILD_SERVICE,com.microsoft.emmx,null,null,signature
725,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.DISABLE_INPUT_DEVICE,android,null,null,signature
726,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.RUN_IN_BACKGROUND,android,run in the background,This app can run in the background. This may drain battery faster.,signature
727,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.play.movies.common.permission.MOCK_GCM_RECEIVE,com.google.android.videos,null,null,signature
728,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.OVERRIDE_WIFI_CONFIG,android,null,null,signature|privileged
729,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.FORCE_STOP_PACKAGES,android,null,null,signature|privileged
730,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_CA_CERTIFICATES,android,null,null,signature|privileged
731,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SET_MEDIA_KEY_LISTENER,android,null,null,signature|privileged|development
732,ungrouped,ungrouped,ungrouped,ungrouped,com.android.permission.BIND_EUICC_SERVICE,android,com.android.permission.BIND_EUICC_SERVICE,null,signature
733,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.HIDE_NON_SYSTEM_OVERLAY_WINDOWS,android,null,null,signature|installer
734,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CAPTURE_VIDEO_OUTPUT,android,null,null,signature|privileged
735,ungrouped,ungrouped,ungrouped,ungrouped,co.bytemark.nycf.permission.INTERAPP,co.bytemark.nycf,null,null,signature
736,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_NOTIFICATIONS,android,null,null,signature|privileged|appop
737,ungrouped,ungrouped,ungrouped,ungrouped,com.yelp.android.permission.MAPS_RECEIVE,com.yelp.android,null,null,signature
738,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.geowiki,com.google.android.gsf,Google Map maker,null,normal
739,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.VIBRATE,android,control vibration,Allows the app to control the vibrator.,normal|instant
740,ungrouped,ungrouped,ungrouped,ungrouped,org.npr.android.news.gcm.permission.C2D_MESSAGE,org.npr.android.news,null,null,signature
741,ungrouped,ungrouped,ungrouped,ungrouped,com.android.certinstaller.INSTALL_AS_USER,com.android.certinstaller,null,null,signature
742,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gsf.permission.CONNECTION,com.google.android.gsf,null,null,signature
743,ungrouped,ungrouped,ungrouped,ungrouped,com.ELXSmart.permission.C2D_MESSAGE,com.ELXSmart,null,null,signature
744,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_ACCESSIBILITY_SERVICE,android,null,null,signature
745,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MODIFY_ACCESSIBILITY_DATA,android,null,null,signature
746,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.blogger,com.google.android.gsf,Blogger,Allows apps to sign in to Blogger using the account(s) stored on this Android device.,signature
747,ungrouped,ungrouped,ungrouped,ungrouped,android.server.checkin.CHECKIN.permission.C2D_MESSAGE,com.google.android.gsf,null,null,signature
748,ungrouped,ungrouped,ungrouped,ungrouped,com.fidelity.android.permission.C2D_MESSAGE,com.fidelity.android,null,null,signature
749,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_ACTIVITY_STACKS,android,null,null,signature|privileged|development
750,ungrouped,ungrouped,ungrouped,ungrouped,com.aa.android.appwidget.permission.UPDATE_DISPLAYED_MBP,com.aa.android,null,null,signature
751,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.UPDATE_TIME_ZONE_RULES,android,null,null,signature|privileged
752,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SEND_CALL_LOG_CHANGE,com.android.providers.contacts,Broadcast that a change happened to the call log.,null,signature|privileged
753,ungrouped,ungrouped,ungrouped,ungrouped,us.zoom.videomeetings.permission.KUBI_MESSAGE,us.zoom.videomeetings,null,null,signature
754,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.music.permission.C2D_MESSAGE,com.google.android.music,null,null,signature
755,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.HDMI_CEC,android,null,null,signature|privileged
756,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_INPUT_METHOD,android,null,null,signature
757,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.INVOKE_CARRIER_SETUP,android,null,null,signature|privileged
758,ungrouped,ungrouped,ungrouped,ungrouped,com.spotify.music.permission.INTERNAL_BROADCAST,com.spotify.music,null,null,signature
759,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CHANGE_DEVICE_IDLE_TEMP_WHITELIST,android,null,null,signature|privileged
760,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.REMOVE_DRM_CERTIFICATES,android,null,null,signature|privileged
761,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CHANGE_LOWPAN_STATE,android,null,null,signature|privileged
